season,game_code,team_a_code,team_a_name,team_b_code,team_b_name,actual_quarter,final_score_a,final_score_b,total_plays,is_live
E2025,326,MAD,Real Madrid,HTA,Hapoel IBI Tel Aviv,4,92,83,497,False
E2025,327,PAM,Valencia Basket,OLY,Olympiacos Piraeus,4,85,84,596,False
E2025,328,VIR,Virtus Bologna,PRS,Paris Basketball,4,82,103,606,False
E2025,329,ZAL,Zalgiris Kaunas,MUN,FC Bayern Munich,4,78,71,503,False
E2025,330,BAS,Kosner Baskonia Vitoria-Gasteiz,RED,Crvena Zvezda Meridianbet Belgrade,5,100,108,640,False
E2025,331,MIL,EA7 Emporio Armani Milan,VIR,Virtus Bologna,4,103,87,533,False
E2025,332,MUN,FC Bayern Munich,ASV,LDLC ASVEL Villeurbanne,4,93,83,587,False
E2025,333,TEL,Maccabi Rapyd Tel Aviv,DUB,Dubai Basketball,5,104,100,604,False
E2025,334,PRS,Paris Basketball,OLY,Olympiacos Piraeus,4,87,104,615,False
E2025,335,MAD,Real Madrid,IST,Anadolu Efes Istanbul,4,82,71,495,False
E2025,336,BAS,Kosner Baskonia Vitoria-Gasteiz,HTA,Hapoel IBI Tel Aviv,4,118,109,547,False
E2025,337,BAR,FC Barcelona,RED,Crvena Zvezda Meridianbet Belgrade,5,92,88,594,False
E2025,338,ULK,Fenerbahce Beko Istanbul,ZAL,Zalgiris Kaunas,4,82,92,580,False
E2025,339,PAN,Panathinaikos AKTOR Athens,MCO,AS Monaco,4,107,97,544,False
E2025,340,PAR,Partizan Mozzart Bet Belgrade,PAM,Valencia Basket,6,110,104,722,False
E2025,341,TEL,Maccabi Rapyd Tel Aviv,IST,Anadolu Efes Istanbul,4,103,89,584,False
E2025,342,RED,Crvena Zvezda Meridianbet Belgrade,PAR,Partizan Mozzart Bet Belgrade,4,82,89,556,False
E2025,343,HTA,Hapoel IBI Tel Aviv,PAN,Panathinaikos AKTOR Athens,4,92,88,490,False
E2025,344,PRS,Paris Basketball,MIL,EA7 Emporio Armani Milan,4,103,93,638,False
E2025,345,ZAL,Zalgiris Kaunas,BAR,FC Barcelona,4,83,71,473,False
E2025,346,BAS,Kosner Baskonia Vitoria-Gasteiz,MAD,Real Madrid,4,98,96,511,False
E2025,347,DUB,Dubai Basketball,MCO,AS Monaco,4,101,91,526,False
E2025,348,MUN,FC Bayern Munich,ULK,Fenerbahce Beko Istanbul,4,85,76,544,False
E2025,349,ASV,LDLC ASVEL Villeurbanne,OLY,Olympiacos Piraeus,4,74,82,559,False
E2025,350,VIR,Virtus Bologna,PAM,Valencia Basket,4,81,94,609,False
