season,game_code,team_a_code,team_a_name,team_b_code,team_b_name,actual_quarter,final_score_a,final_score_b,total_plays,is_live
E2024,277,IST,Anadolu Efes Istanbul,BAS,Baskonia Vitoria-Gasteiz,4,92,76,490,False
E2024,278,RED,Crvena Zvezda Meridianbet Belgrade,VIR,Virtus Segafredo Bologna,4,88,52,496,False
E2024,279,TEL,Maccabi Playtika Tel Aviv,PAN,Panathinaikos AKTOR Athens,4,92,99,601,False
E2024,280,ASV,LDLC ASVEL Villeurbanne,ZAL,Zalgiris Kaunas,4,88,79,521,False
E2024,281,OLY,Olympiacos Piraeus,MCO,AS Monaco,4,77,80,527,False
E2024,282,MIL,EA7 Emporio Armani Milan,BAR,FC Barcelona,4,88,98,559,False
E2024,283,MUN,FC Bayern Munich,PAR,Partizan Mozzart Bet Belgrade,4,89,74,490,False
E2024,284,IST,Anadolu Efes Istanbul,TEL,Maccabi Playtika Tel Aviv,4,90,88,517,False
E2024,285,ULK,Fenerbahce Beko Istanbul,BAS,Baskonia Vitoria-Gasteiz,4,82,77,584,False
E2024,286,BER,ALBA Berlin,VIR,Virtus Segafredo Bologna,4,64,108,561,False
E2024,287,RED,Crvena Zvezda Meridianbet Belgrade,MAD,Real Madrid,4,72,78,541,False
E2024,288,PAN,Panathinaikos AKTOR Athens,PRS,Paris Basketball,4,98,101,588,False
E2024,289,MCO,AS Monaco,PAN,Panathinaikos AKTOR Athens,4,76,88,457,False
E2024,290,ULK,Fenerbahce Beko Istanbul,BAR,FC Barcelona,4,75,83,580,False
E2024,291,ZAL,Zalgiris Kaunas,PAR,Partizan Mozzart Bet Belgrade,4,70,66,537,False
E2024,292,MAD,Real Madrid,PRS,Paris Basketball,4,105,104,560,False
E2024,293,TEL,Maccabi Playtika Tel Aviv,MUN,FC Bayern Munich,4,93,90,515,False
E2024,294,BER,ALBA Berlin,OLY,Olympiacos Piraeus,4,92,100,553,False
E2024,295,RED,Crvena Zvezda Meridianbet Belgrade,IST,Anadolu Efes Istanbul,5,96,97,589,False
E2024,296,BAS,Baskonia Vitoria-Gasteiz,ASV,LDLC ASVEL Villeurbanne,4,111,75,521,False
E2024,297,VIR,Virtus Segafredo Bologna,MIL,EA7 Emporio Armani Milan,4,90,70,510,False
E2024,298,MUN,FC Bayern Munich,ULK,Fenerbahce Beko Istanbul,4,77,89,539,False
E2024,299,OLY,Olympiacos Piraeus,TEL,Maccabi Playtika Tel Aviv,4,99,93,523,False
E2024,300,MIL,EA7 Emporio Armani Milan,BAS,Baskonia Vitoria-Gasteiz,4,111,89,523,False
E2024,301,PAR,Partizan Mozzart Bet Belgrade,MAD,Real Madrid,4,89,91,542,False
E2024,302,PRS,Paris Basketball,BER,ALBA Berlin,4,72,63,584,False
E2024,303,IST,Anadolu Efes Istanbul,ZAL,Zalgiris Kaunas,4,87,77,496,False
E2024,304,ASV,LDLC ASVEL Villeurbanne,MCO,AS Monaco,4,78,83,559,False
E2024,305,PAN,Panathinaikos AKTOR Athens,RED,Crvena Zvezda Meridianbet Belgrade,5,111,104,543,False
E2024,306,BAR,FC Barcelona,VIR,Virtus Segafredo Bologna,4,91,87,526,False
E2024,307,MAD,Real Madrid,PRS,Paris Basketball,4,73,81,551,False
E2024,308,MUN,FC Bayern Munich,RED,Crvena Zvezda Meridianbet Belgrade,5,97,93,603,False
E2024,309,MAD,Real Madrid,MUN,FC Bayern Munich,4,93,71,484,False
E2024,310,OLY,Olympiacos Piraeus,MAD,Real Madrid,4,84,72,532,False
E2024,311,MCO,AS Monaco,BAR,FC Barcelona,4,97,80,550,False
E2024,312,PAN,Panathinaikos AKTOR Athens,IST,Anadolu Efes Istanbul,4,87,83,546,False
E2024,313,ULK,Fenerbahce Beko Istanbul,PRS,Paris Basketball,4,83,78,583,False
E2024,314,OLY,Olympiacos Piraeus,MAD,Real Madrid,4,77,71,567,False
E2024,315,MCO,AS Monaco,BAR,FC Barcelona,4,92,79,524,False
E2024,316,PAN,Panathinaikos AKTOR Athens,IST,Anadolu Efes Istanbul,4,76,79,516,False
E2024,317,ULK,Fenerbahce Beko Istanbul,PRS,Paris Basketball,4,89,72,537,False
E2024,318,MAD,Real Madrid,OLY,Olympiacos Piraeus,4,80,72,511,False
E2024,319,BAR,FC Barcelona,MCO,AS Monaco,4,100,89,503,False
E2024,320,IST,Anadolu Efes Istanbul,PAN,Panathinaikos AKTOR Athens,4,77,81,524,False
E2024,321,PRS,Paris Basketball,ULK,Fenerbahce Beko Istanbul,5,88,98,624,False
E2024,322,MAD,Real Madrid,OLY,Olympiacos Piraeus,4,84,86,535,False
E2024,323,BAR,FC Barcelona,MCO,AS Monaco,4,79,72,567,False
E2024,324,IST,Anadolu Efes Istanbul,PAN,Panathinaikos AKTOR Athens,4,85,82,527,False
E2024,325,MCO,AS Monaco,BAR,FC Barcelona,4,85,84,512,False
E2024,326,PAN,Panathinaikos AKTOR Athens,IST,Anadolu Efes Istanbul,4,75,67,584,False
E2024,327,OLY,Olympiacos Piraeus,MCO,AS Monaco,4,68,78,512,False
E2024,328,ULK,Fenerbahce Beko Istanbul,PAN,Panathinaikos AKTOR Athens,4,82,76,534,False
E2024,329,OLY,Olympiacos Piraeus,PAN,Panathinaikos AKTOR Athens,4,97,93,483,False
E2024,330,MCO,AS Monaco,ULK,Fenerbahce Beko Istanbul,4,70,81,549,False
